Restaurant Name,Location,Menu Item,Veg/Non-Veg,Description,Cost,Rating,Special Features,Operating Hours,Phone Number
KFC,"Gomti Nagar, Lucknow",Classic Zinger Box,Non-veg item,"All new special Zinger Box with savings of Rs. 76 on Classic American Zinger Burger, 2 Pc Peri Peri Strips, Medium Fries & a Pepsi PET 475ml [Serves 1] This item is customizable. Swipe right to add item to cart.",399,4.3,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Rice Box Meal,Non-veg item,"Save Rs. 106 with special Rice Box Meal of a Popcorn Rice Bowl, 2 Pc Peri Peri Strips, Medium Fries & a Pepsi PET 475ml [Serves 1-2] This item is customizable. Swipe right to add item to cart.",399,4.8,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Roll Meal Box,Non-veg item,"Save Rs. 95 with special Roll Box Meal of a Classic Chicken Roll , 2 Pc Hot Wings, 2 Pc Peri Peri Strips, Medium Fries & a Pepsi PET 475ml [Serves 1-2] This item is customizable. Swipe right to add item to cart.",399,4.1,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Veg Box Meal,Veg Item,"Enjoy special Veg Box Meal with savings of Rs. 101 on Veg Zinger Burger, 2 Pc Veg patty, Medium Fries & a Pepsi PET 475ml [Serves 1] This item is customizable. Swipe right to add item to cart.",399,4.5,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Peri Peri Chicken 5 Leg Piece Meal,Non-veg item,"Leg before any wicket! Deal Bucket of 5 Spicy Peri Peri Leg Pieces, 1 Med Fries & a Pepsi PET 475ml [serves 2] This item is customizable. Swipe right to add item to cart.",659.05,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Peri Peri 10 Pc Chicken Strips & 2 Dips,Non-veg item,Save 24% on 10 Spicy Peri Peri chicken boneless strips with 2 Dips This item is customizable. Swipe right to add item to cart.,519.05,3.8,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",5 Leg Pc & Pepsi Bottle Combo,Non-veg item,Get Pepsi 330ml Reusable Bottle with 5 Pc Peri Per Chicken Leg Piece and 2 Dips (20gms each) This item is customizable. Swipe right to add item to cart.,599,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Peri Peri Chicken 10 Leg Pc & 4 Dips,Non-veg item,Save 19% on 10 KFC Peri Peri Leg Piece with 4 dips(20gm each) This item is customizable. Swipe right to add item to cart.,968.57,3.7,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Peri Peri Chicken 5 Leg Piece Bucket,Non-veg item,Deal Bucket of 5 Spicy Peri Peri Leg Pieces [serves 2] This item is customizable. Swipe right to add item to cart.,528.57,3.9,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Peri Peri Chicken Strips - 6 Pc,Non-veg item,Signature Chicken Strips sprinkled with Peri Peri- 6 Peri Peri Strips- Ultimate Snack! This item is customizable. Swipe right to add item to cart.,308.57,4.3,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Chicken Bucket for Two,Non-veg item,"Flat Rs. 115 off on combo of 2pc Hot & Crispy, 2 pc Smoky Red Chicken & Large Popcorn This item is customizable. Swipe right to add item to cart.",599.05,4.6,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Chicken Mingles Bucket Meal,Non-veg item,"Save Rs. 71 on 4 Wings,2 Peri Strips, Reg Popcorn, Med Fries & 1 Pepsi 475ml This item is customizable. Swipe right to add item to cart.",519.05,3.7,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Chicken Mingles Bucket,Non-veg item,"Save Rs. 26 and Mingle with 4 Chicken Hot Wings, 2 Chicken peri peri boneless strips & a Regular Popcorn [serves 1-2] This item is customizable. Swipe right to add item to cart.",399.05,3.8,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Chicken & French Fries Bucket,Non-veg item,Crowd-favorite combo of 2pc Hot & Crispy chicken with Medium Fries This item is customizable. Swipe right to add item to cart.,299.05,4.9,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Chicken Popcorn & French Fries Bucket,Non-veg item,Relish the Snack Bucket with Large Chicken Popcorn & Medium size Fries This item is customizable. Swipe right to add item to cart.,328.57,4.0,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",2 X Veg Krispers Burger Meal,Veg Item,"2 veg value burgers, crispy medium fries & 2 delicious dips (20 gm each) at a deal price This item is customizable. Swipe right to add item to cart.",299.05,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Ultimate Savings Chicken Bucket,Non-veg item,"Savings of 32% on signature bucket of 4pc Hot & crispy chicken, 6 Pc Wings, 4 Chicken Peri Peri Boneless strips, 2 Dips (20 gms each) & a Pepsi PET 475ml [serves 2-3 ] This item is customizable. Swipe right to add item to cart.",728.57,4.1,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",All in One Chicken Bucket,Non-veg item,"1 Leg, 1 Hot & Crispy, 2 Wings, 2 Strips, 1 Zinger Fillet, 3 Dips [20gm each] & 1 Pepsi 475 ml This item is customizable. Swipe right to add item to cart.",568.57,3.9,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Stay Home Chicken Bucket,Non-veg item,"Save 21% on 4 Hot & Crispy, 4 Wings, 6 Peri Strips & 2 dips (20gm each) This item is customizable. Swipe right to add item to cart.",819.05,3.6,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Big 12 - Chicken Bucket,Non-veg item,"6pc Hot & Crispy Chicken,6 Wings & 2 Dips(20gm each) This item is customizable. Swipe right to add item to cart.",768.57,4.3,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Big 8 - Chicken Bucket,Non-veg item,"Save Rs. 117 on this variety bucket of 2pc Hot & Crispy chicken, 2 Pc Strips & 4pc Smoky Red chicken [serves 2- 3 ] This item is customizable. Swipe right to add item to cart.",728.57,2.7,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Duo Popcorn Chicken Rice Bowlz,Non-veg item,Save Rs. 30 on beloved Chicken Rice Bowlz served with signature Popcorn This item is customizable. Swipe right to add item to cart.,428.57,5.0,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Classic Chicken Rice Bowlz,Non-veg item,Rice Bowlz Attack!- Grab this aromatic Rice Bowlz rice with 1 piece Hot & Cripsy & gravy This item is customizable. Swipe right to add item to cart.,241,4.4,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Smoky Red Chicken Rice Bowlz,Non-veg item,Rice Bowlz Attack!- Grab this aromatic Rice Bowlz with smoky grilled chicken & gravy! This item is customizable. Swipe right to add item to cart.,241,3.9,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Popcorn Chicken Rice Bowlz,Non-veg item,Rice Bowlz Attack!- Grab this aromatic Rice Bowlz with chicken popcorn & gravy! This item is customizable. Swipe right to add item to cart.,241,4.1,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Veg Rice Bowlz,Veg Item,Rice Bowlz Attack!- Grab this aromatic Rice Bowlz with gravy now! This item is customizable. Swipe right to add item to cart.,209,4.1,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Popcorn Chicken Rice Bowlz & Wings Meal,Non-veg item,Deal Savings of Rs. 118 on 2 units of Chicken Popcorn Rice Bowlz and 8 Pc Hot Wings Swipe right to add item to cart.,699.05,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Plain Rice Bowlz,Veg Item,Aromatic Plain Rice- perfect go along to make a wholesome meal! This item is customizable. Swipe right to add item to cart.,146,4.3,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Hot & Crispy Chicken - 8 pcs,Non-veg item,8 pc Hot & Cripsy This item is customizable. Swipe right to add item to cart.,839,4.2,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Hot & Crispy Chicken - 6 pcs,Non-veg item,Flat 10% off on 6pc signature Hot & crispy chicken This item is customizable. Swipe right to add item to cart.,619.04,3.3,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Hot & Crispy Chicken - 4 pcs,Non-veg item,4 pcs of signature Hot & crispy chicken at a deal price This item is customizable. Swipe right to add item to cart.,439.04,3.9,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Hot & Crispy Chicken- 2 pcs,Non-veg item,Get 2 piece Hot & Crispy Chicken This item is customizable. Swipe right to add item to cart.,241,4.2,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Hot Chicken Wings - 4 pcs,Non-veg item,Snack on the 4 pc Chicken Hot Wings Snack with your KFC Meal This item is customizable. Swipe right to add item to cart.,179.04,4.4,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Hot & Crispy Chicken - 1 pc,Non-veg item,Get the 1piece Hot & Crispy Chicken This item is customizable. Swipe right to add item to cart.,115.23,4.2,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Saucy Popcorn x CarryMinati,Non-veg item,Special limited time Signature bite sized Boneless Chicken Popcorn in a Sweet and Spicy flavour for ultimate Taste Explosion Swipe right to add item to cart.,229,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Chicken Popcorn - Large,Non-veg item,Large Pack of Chicken Popcorn seasoned with the Chili Lime flavours This item is customizable. Swipe right to add item to cart.,261,4.6,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Chicken Popcorn - Medium,Non-veg item,Medium Pack of Chicken Popcorn seasoned with the Chili Lime flavours This item is customizable. Swipe right to add item to cart.,89,4.4,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Chicken Popcorn - Regular,Non-veg item,Regular Pack of Chicken Popcorn seasoned with the Chili Lime flavours This item is customizable. Swipe right to add item to cart.,115.23,4.1,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Smoky Red Grilled Chicken - 5 pc,Non-veg item,Grab 5 pc Smoky Red Chicken - grilled to perfection This item is customizable. Swipe right to add item to cart.,539.04,3.3,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Smoky Red Grilled Chicken - 2 pc,Non-veg item,Savour 2 pieces of KFC Smoky Red Chicken- Hot Grilled Chicken Leg Piece! This item is customizable. Swipe right to add item to cart.,261,4.3,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Smoky Red Grilled Chicken - 1 pc,Non-veg item,1pc smoky grilled chicken This item is customizable. Swipe right to add item to cart.,131,4.1,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Peri Peri Chicken Strips - 3 pc,Non-veg item,3 Pieces Spicy Peri Peri chicken boneless strips This item is customizable. Swipe right to add item to cart.,89,4.0,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Peri Peri Chicken Leg Piece - 1 pc,Non-veg item,Crispy Chicken Leg Piece This item is customizable. Swipe right to add item to cart.,121,4.1,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",2 pc Veg Patty,Veg Item,"Delicious, crispy, veg add-on Swipe right to add item to cart.",163,3.5,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",French Fries - Large,Veg Item,Large size Fries This item is customizable. Swipe right to add item to cart.,59,4.1,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",French Fries - Medium,Veg Item,Medium size Fries This item is customizable. Swipe right to add item to cart.,104,3.8,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Pack of 4 Dips,Veg Item,Adding dips is always a good idea! Swipe right to add item to cart.,109.52,4.5,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Pack of 2 Dips,Veg Item,Adding dips is always a good idea! Swipe right to add item to cart.,57.14,4.0,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Tandoori Flavour Dip - 20 gm,Veg Item,Add Tandoori Masala Dip to your meal! Swipe right to add item to cart.,28.57,4.2,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Classic Zinger Burger,Non-veg item,"Signature chicken burger made with a crunchy chicken fillet, veggies & a delicious mayo sauce This item is customizable. Swipe right to add item to cart.",199.05,3.8,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Zinger Burger - Veg,Veg Item,"Signature veg burger with crispy patties, veggies & a tangy sauce This item is customizable. Swipe right to add item to cart.",188.57,4.9,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Tandoori Zinger Burger,Non-veg item,Chicken zinger with a delicious tandoori sauce This item is customizable. Swipe right to add item to cart.,208.57,4.3,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",2 Chicken Krisper Burgers,Non-veg item,2 delicious chicken value burgers - at a deal price Swipe right to add item to cart.,248.57,4.9,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",4 Pc Hot Wings & Medium Fries,Non-veg item,4 Pieces of Hot Wings with medium Fries This item is customizable. Swipe right to add item to cart.,278.10,4.1,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",4 Pc Hot Wings & Regular Popcorn,Non-veg item,4 Pieces of Hot Wings with Regular Popcorn This item is customizable. Swipe right to add item to cart.,294.29,4.1,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",2 Veg Patty & Medium Fries,Veg Item,2 Pieces of Veg Patty with Medium Fries This item is customizable. Swipe right to add item to cart.,254.29,5.0,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",1 Regular Popcorn & Medium Fries,Non-veg item,Enjoy a Regular Popcorn with Medium Fries This item is customizable. Swipe right to add item to cart.,214.29,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",1 Hot & Crispy with Regular Popcorn,Non-veg item,1 Piece Hot & Crispy with Regular Popcorn This item is customizable. Swipe right to add item to cart.,230.48,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",1 Hot & Crispy with Medium Fries,Non-veg item,1 Hot & Crispy with Medium Fries This item is customizable. Swipe right to add item to cart.,214.29,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",2 pc Hot & Crispy Chicken,Non-veg item,Signature Hot & crispy chicken This item is customizable. Swipe right to add item to cart.,229.52,4.5,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Large Chicken Popcorn,Non-veg item,"Signature bite-sized boneless chicken, with special spices This item is customizable. Swipe right to add item to cart.",248.57,4.9,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",2 Pcs Smoky Red Chicken,Non-veg item,"Spicy, red, grilled chicken This item is customizable. Swipe right to add item to cart.",248.57,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Rice Bowlz - Classic Chicken,Non-veg item,Hot & Crispy Chicken rice bowl mixed with spicy gravy This item is customizable. Swipe right to add item to cart.,229.52,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Rice Bowlz- Smoky Red Chicken,Non-veg item,Smoky Red Chicken rice bowl mixed with spicy gravy This item is customizable. Swipe right to add item to cart.,229.52,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Rice Bowlz - Popcorn Chicken,Non-veg item,Popcorn Chicken rice bowl mixed with spicy gravy This item is customizable. Swipe right to add item to cart.,229.52,3.8,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Rice Bowlz - Veg,Veg Item,Veg rice bowl mixed with spicy gravy This item is customizable. Swipe right to add item to cart.,199.05,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Rizz Fizz,Veg Item,Sip the Epic! Refreshing and Tangy Cooler with an exciting Boba Twist! Swipe right to add item to cart.,129,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Virgin Mojito Reusable Bottle,Veg Item,All New Reusable Mojito Bottle 330ml Swipe right to add item to cart.,105,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Masala Pepsi Reusable Bottle,Veg Item,A spicy kick to everyone's favourite drink Swipe right to add item to cart.,105,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Masala Mirinda Reusable Bottle,Veg Item,"A refreshing drink with Mirinda, masala lime and soda to beat the heat Swipe right to add item to cart.",105,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Dew Mojito Reusable Bottle,Veg Item,"A refreshing drink with Mountain Dew, lime and soda to beat the heat Swipe right to add item to cart.",105,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Pepsi Reusable Bottle,Veg Item,New Reusable Pepsi Bottle 330ml Swipe right to add item to cart.,99,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",7Up Reusable Bottle,Veg Item,7Up in a KFC reusable bottle Swipe right to add item to cart.,99,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Mirinda Reusable Bottle,Veg Item,Mirinda in a KFC reusable bottle Swipe right to add item to cart.,99,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Mountain Dew Reusable Bottle,Veg Item,Mountain Dew in a KFC reusable bottle Swipe right to add item to cart.,99,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Choco Lava Cake,Veg Item,Chocolate Goodness! Soft chocolate cake with lava oozing center Swipe right to add item to cart.,114,3.0,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Choco Mud Pie,Veg Item,Hit the Dessert Spot with the KFC Choco Mud Pie- creamy layered cake Swipe right to add item to cart.,64,2.9,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Mousse Cake - Coffee flavoured,Veg Item,Satiate your sweet cravings with the Coffee flavoured Mousse Cake! Divinely sweet! Swipe right to add item to cart.,135,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Pepsi PET 475ml,Veg Item,Cheers to fizz that makes you Rise Up Baby! Order Pepsi to make your food rise up to your level of awesome! Swipe right to add item to cart.,57.14,3.9,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Pepsi Can 300 ml,Veg Item,Pepsi Can 300 ml Swipe right to add item to cart.,57.10,3.2,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",7UP Can 300 ml,Veg Item,7UP Can 300 ml Swipe right to add item to cart.,57.10,4.6,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Pepsi Black Can 300 ml,Veg Item,Pepsi Black Can 300 ml Swipe right to add item to cart.,57.10,3.1,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Mirinda Can 300 ml,Veg Item,Mirinda Can 300 ml Swipe right to add item to cart.,57.10,4.9,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Pepsi 475ml Pet,Veg Item,Pepsi 475ml PET Swipe right to add item to cart.,57.14,4.5,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
Madras Restaurant,"Hazratganj, Lucknow",Masala Dosa,Veg Item,"Crispy golden crepe filled with flavorful potato and onion filling, a South Indian classic. This item is customizable. Swipe right to add item to cart.",165,3.8,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Butter Masala Dosa,Veg Item,"A delectable South Indian specialty that combines the richness of butter with heavenly flavors, creating a mouthwatering delight. This item is customizable. Swipe right to add item to cart.",180,3.0,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Plain Dosa,Veg Item,"A classic South Indian favorite, this crispy golden dosa is a must-try for anyone craving authentic flavors. This item is customizable. Swipe right to add item to cart.",110,3.9,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Butter Plain Dosa,Veg Item,"A classic South Indian delight, this veg dish features a smooth, buttery flavor that will surely satisfy your cravings. This item is customizable. Swipe right to add item to cart.",130,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Paneer Dosa,Veg Item,Fresh and fluffy cottage cheese with spices and vegetable This item is customizable. Swipe right to add item to cart.,190,3.5,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Butter Paneer Dosa,Veg Item,A delectable South Indian delicacy featuring a savory butter paneer filling enveloped in a crispy dosa. This item is customizable. Swipe right to add item to cart.,210,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Masala Dosa,Veg Item,"Crispy golden crepe filled with flavorful potato and onion filling, a South Indian classic. This item is customizable. Swipe right to add item to cart.",165,3.8,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Butter Masala Dosa,Veg Item,"A delectable South Indian specialty that combines the richness of butter with heavenly flavors, creating a mouthwatering delight. This item is customizable. Swipe right to add item to cart.",180,3.0,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Plain Dosa,Veg Item,"A classic South Indian favorite, this crispy golden dosa is a must-try for anyone craving authentic flavors. This item is customizable. Swipe right to add item to cart.",110,3.9,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Butter Plain Dosa,Veg Item,"A classic South Indian delight, this veg dish features a smooth, buttery flavor that will surely satisfy your cravings. This item is customizable. Swipe right to add item to cart.",130,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Paneer Dosa,Veg Item,Fresh and fluffy cottage cheese with spices and vegetable This item is customizable. Swipe right to add item to cart.,190,3.5,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Butter Paneer Dosa,Veg Item,A delectable South Indian delicacy featuring a savory butter paneer filling enveloped in a crispy dosa. This item is customizable. Swipe right to add item to cart.,210,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Rava Plain Dosa,Veg Item,A classic and mouthwatering South Indian delicacy that exudes a delectable aroma and tantalizing flavor. This item is customizable. Swipe right to add item to cart.,125,3.6,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Rava Masala Dosa,Veg Item,"A delectable and aromatic South Indian specialty with a crispy golden-brown exterior and a flavorful filling, perfect for a satisfying vegetarian meal. This item is customizable. Swipe right to add item to cart.",170,2.8,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Idli Fry,Veg Item,"Crispy on the outside, soft on the inside - a flavorful twist on a South Indian classic. This item is customizable. Swipe right to add item to cart.",115,3.9,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Madras Special Masala Dosa,Veg Item,A flavorful South Indian crepe filled with a delicious blend of aromatic masala potatoes. This item is customizable. Swipe right to add item to cart.,190,3.8,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Rava Paneer Dosa,Veg Item,Crispy dosa filled with flavorful paneer and semolina - a South Indian delight! This item is customizable. Swipe right to add item to cart.,190,2.5,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Idly Chilli,Veg Item,A scrumptious South Indian specialty with a unique blend of flavors and textures that will leave you craving for more. This item is customizable. Swipe right to add item to cart.,155,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Rava Butter paneer Dosa,Veg Item,"A delectable South Indian creation featuring crispy dosa filled with creamy butter paneer, perfect for a flavorful meal any time of day. This item is customizable. Swipe right to add item to cart.",215,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Curd Rice,Veg Item,"A comforting, creamy delight combining the rich flavors of South India. This item is customizable. Swipe right to add item to cart.",135,4.0,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Onion Plain Dosa,Veg Item,A flavorful South Indian delicacy featuring a crisp dosa filled with the perfect balance of onions and traditional spices. Swipe right to add item to cart.,120,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
